departure_city,start_date,duration_days,num_people,budget_per_person_inr,preferred_pace,accommodation_style,interests,destination
Jaipur,2026-03-13,6,2,11800,Balanced,Mid-range Hotels,Spiritual,Rishikesh
Pune,2025-03-04,6,2,28132,Relaxed,Private Apartments,Wildlife,Singapore
Kochi,2026-08-26,7,2,35924,Relaxed,Mid-range Hotels,Spiritual,Istanbul
Kochi,2024-12-26,7,3,32661,Balanced,Mid-range Hotels,Shopping,Pokhara
Hyderabad,2025-02-13,4,4,9910,Balanced,Budget,Beach|Food,Goa
Jaipur,2024-04-27,5,2,10557,Balanced,Private Apartments,Food|Nightlife,Goa
Delhi,2026-03-30,7,6,37821,Balanced,Luxury Hotels,Wildlife|Food,Istanbul
Bangalore,2024-07-09,8,1,40899,Relaxed,Private Apartments,Nature|Shopping,Singapore
Jaipur,2025-05-10,6,6,16892,Balanced,Mid-range Hotels,Adventure,Manali
Pune,2025-11-27,9,3,42776,Balanced,Private Apartments,Adventure,Pokhara
Hyderabad,2025-11-30,2,2,13308,Balanced,Private Apartments,Culture|Nature,Varanasi
Kolkata,2024-05-21,9,3,40067,Balanced,Private Apartments,Shopping,Phuket
Delhi,2026-05-05,5,4,27238,Balanced,Luxury Hotels,Trekking,Ladakh
Jaipur,2026-03-29,6,2,17326,Balanced,Mid-range Hotels,Adventure|Trekking,Manali
Mumbai,2024-03-23,5,3,30656,Balanced,Luxury Hotels,Nature,Ladakh
Kochi,2024-04-28,10,2,53063,Balanced,Mid-range Hotels,Spiritual|Culture,Ooty
Bangalore,2026-04-02,4,5,30378,Balanced,Luxury Hotels,Beach|Relaxation,Bali
Jaipur,2024-04-15,9,2,46924,Relaxed,Private Apartments,Culture|Shopping,Colombo
Bangalore,2024-11-13,10,4,47002,Relaxed,Luxury Hotels,Relaxation|Spiritual,Dubai
Mumbai,2025-04-08,10,2,52651,Relaxed,Luxury Hotels,Beach|Relaxation,Istanbul
Jaipur,2026-02-18,7,4,35478,Balanced,Mid-range Hotels,Spiritual,Dubai
Ahmedabad,2026-08-27,7,2,36665,Action-Packed,Private Apartments,Nightlife,Singapore
Kochi,2024-03-27,6,3,26761,Balanced,Mid-range Hotels,Spiritual|Wildlife,Da Nang
Kolkata,2025-02-14,5,3,22413,Action-Packed,Private Apartments,Spiritual,Dubai
Jaipur,2024-11-22,3,4,9892,Action-Packed,Mid-range Hotels,Spiritual,Phuket
Mumbai,2024-12-15,7,4,27855,Balanced,Mid-range Hotels,Spiritual,Singapore
Pune,2024-11-06,4,1,16575,Balanced,Mid-range Hotels,Trekking,Ladakh
Mumbai,2025-03-29,7,2,34087,Balanced,Mid-range Hotels,Beach|Relaxation,Varanasi
Jaipur,2025-05-04,4,3,11865,Balanced,Private Apartments,Heritage,Jaipur
Jaipur,2024-07-14,9,2,22397,Balanced,Mid-range Hotels,Trekking,Manali
Hyderabad,2024-05-13,7,6,39048,Relaxed,Private Apartments,Culture,Ooty
Bangalore,2024-02-03,2,2,21901,Action-Packed,Mid-range Hotels,Beach,Bali
Kolkata,2024-01-27,10,2,46089,Balanced,Mid-range Hotels,Culture,Colombo
Pune,2025-07-19,2,4,16596,Balanced,Mid-range Hotels,Food,Singapore
Kolkata,2026-05-11,5,1,20818,Balanced,Budget,Shopping,Istanbul
Kolkata,2024-05-17,3,1,9526,Action-Packed,Mid-range Hotels,Shopping,Jaipur
Bangalore,2026-10-01,3,1,12823,Balanced,Mid-range Hotels,Relaxation,Singapore
Kolkata,2026-07-02,8,2,39961,Relaxed,Mid-range Hotels,Beach|Food,Varanasi
Hyderabad,2026-05-08,4,4,7453,Balanced,Budget,Nightlife,Goa
Bangalore,2025-05-28,10,4,51553,Relaxed,Luxury Hotels,Culture|Relaxation,Singapore
Hyderabad,2026-06-12,5,4,27089,Balanced,Mid-range Hotels,Nature,Dubai
Mumbai,2025-09-24,5,2,27120,Relaxed,Private Apartments,Food|Culture,Ooty
Pune,2025-11-23,9,2,45237,Relaxed,Luxury Hotels,Nature,Varanasi
Mumbai,2026-04-29,2,2,8268,Action-Packed,Budget,Shopping,Ooty
Hyderabad,2024-04-21,7,4,37233,Balanced,Mid-range Hotels,Nature,Ladakh
Delhi,2024-11-27,4,1,20175,Action-Packed,Private Apartments,Nature,Langkawi
Kochi,2025-04-23,10,3,51480,Relaxed,Mid-range Hotels,Adventure|Nature,Ladakh
Hyderabad,2025-09-16,7,2,26690,Balanced,Mid-range Hotels,Food|Adventure,Singapore
Bangalore,2024-07-05,5,5,22395,Balanced,Mid-range Hotels,Wildlife|Shopping,Pokhara
Jaipur,2024-07-04,6,1,25323,Balanced,Private Apartments,Beach,Maldives
Bangalore,2025-10-27,10,2,50597,Balanced,Luxury Hotels,Nature,Dubai
Pune,2026-10-24,8,1,18501,Relaxed,Budget,Adventure,Rishikesh
Chennai,2026-04-25,4,2,20246,Action-Packed,Budget,Wildlife,Langkawi
Kolkata,2024-10-23,6,2,35180,Balanced,Mid-range Hotels,Culture,Singapore
Delhi,2025-10-01,9,2,55070,Balanced,Luxury Hotels,Shopping|Beach,Ooty
Chennai,2024-05-17,9,2,21867,Relaxed,Mid-range Hotels,Nature,Shimla
Ahmedabad,2026-03-14,2,2,8655,Action-Packed,Budget,Spiritual,Istanbul
Pune,2024-01-09,3,4,12409,Balanced,Mid-range Hotels,Nature,Coorg
Bangalore,2026-08-07,7,4,34439,Balanced,Mid-range Hotels,Culture,Phuket
Pune,2025-01-13,9,3,47570,Relaxed,Private Apartments,Shopping|Beach,Ooty
Ahmedabad,2024-02-29,2,2,8420,Action-Packed,Private Apartments,Heritage|Shopping,Jaipur
Pune,2024-12-23,8,4,44335,Relaxed,Luxury Hotels,Nature,Ladakh
Ahmedabad,2026-05-18,10,2,53353,Relaxed,Mid-range Hotels,Food,Langkawi
Jaipur,2025-02-13,9,2,21460,Relaxed,Private Apartments,Culture,Shimla
Chennai,2026-12-14,5,6,32375,Balanced,Luxury Hotels,Culture,Bali
Kochi,2025-12-31,7,2,38997,Balanced,Private Apartments,Beach|Shopping,Ooty
Pune,2025-07-29,4,2,9570,Relaxed,Mid-range Hotels,Beach,Goa
Mumbai,2024-08-29,2,6,6345,Action-Packed,Budget,Nature|Wildlife,Varanasi
Delhi,2026-08-24,3,3,17346,Action-Packed,Mid-range Hotels,Nightlife,Ooty
Ahmedabad,2025-11-09,4,2,25847,Relaxed,Luxury Hotels,Beach,Andaman & Nicobar Islands
Kochi,2026-05-25,3,2,10503,Action-Packed,Mid-range Hotels,Beach,Istanbul
Bangalore,2026-04-14,2,4,8876,Action-Packed,Budget,Food,Pokhara
Bangalore,2026-10-17,6,6,30396,Action-Packed,Mid-range Hotels,Beach|Spiritual,Pokhara
Mumbai,2026-06-11,2,4,4852,Action-Packed,Private Apartments,Nightlife,Maldives
Kolkata,2025-09-22,8,2,40156,Balanced,Private Apartments,Culture,Colombo
Ahmedabad,2025-09-24,7,3,18284,Relaxed,Budget,Food|Beach,Goa
Kolkata,2026-09-08,6,3,31707,Action-Packed,Luxury Hotels,Nightlife,Singapore
Kochi,2026-04-29,7,2,39607,Action-Packed,Luxury Hotels,Nightlife,Ooty
Pune,2025-05-14,6,4,15820,Balanced,Mid-range Hotels,Nature,Shimla
Ahmedabad,2025-02-21,6,4,28041,Relaxed,Luxury Hotels,Adventure,Ladakh
Delhi,2025-04-07,7,2,15204,Balanced,Private Apartments,Yoga|Spiritual,Rishikesh
Kolkata,2025-10-02,6,2,13231,Balanced,Mid-range Hotels,Spiritual|Adventure,Rishikesh
Hyderabad,2026-11-15,2,3,8476,Action-Packed,Mid-range Hotels,Spiritual,Maldives
Kochi,2024-10-13,4,2,24668,Balanced,Mid-range Hotels,Trekking|Nature,Ladakh
Mumbai,2024-04-03,9,3,47483,Relaxed,Mid-range Hotels,Spiritual,Langkawi
Jaipur,2026-01-12,7,2,13855,Action-Packed,Mid-range Hotels,Yoga,Rishikesh
Bangalore,2025-10-23,2,2,17302,Action-Packed,Mid-range Hotels,Culture|Adventure,Istanbul
Kochi,2026-10-21,7,3,14198,Balanced,Mid-range Hotels,Yoga|Adventure,Rishikesh
Mumbai,2025-06-15,8,1,43004,Relaxed,Luxury Hotels,Nature|Trekking,Ladakh
Chennai,2024-08-19,3,2,8399,Balanced,Private Apartments,Nature,Shimla
Kolkata,2026-02-03,5,1,24487,Balanced,Private Apartments,Relaxation|Nightlife,Singapore
Jaipur,2025-09-08,6,5,31942,Balanced,Mid-range Hotels,Wildlife,Coorg
Pune,2026-07-09,2,1,6567,Balanced,Budget,Shopping|Nightlife,Dubai
Mumbai,2025-10-04,10,2,42924,Relaxed,Mid-range Hotels,Spiritual|Nature,Andaman & Nicobar Islands
Kochi,2026-12-23,4,4,24643,Balanced,Mid-range Hotels,Spiritual,Langkawi
Pune,2026-08-09,5,1,31551,Balanced,Mid-range Hotels,Spiritual|Relaxation,Phuket
Chennai,2024-11-27,7,2,36867,Balanced,Mid-range Hotels,Nature|Adventure,Varanasi
Mumbai,2026-08-24,4,1,10315,Balanced,Mid-range Hotels,Nature|Adventure,Manali
Pune,2026-11-01,8,2,21662,Balanced,Mid-range Hotels,Nature,Manali
Delhi,2025-03-30,6,5,19591,Balanced,Mid-range Hotels,Adventure,Manali
Pune,2024-03-03,3,5,14657,Action-Packed,Budget,Nightlife,Maldives
Bangalore,2024-05-19,4,2,20669,Action-Packed,Budget,Food|Nightlife,Ooty
Jaipur,2024-04-17,7,4,16936,Action-Packed,Private Apartments,Food|Beach,Goa
Bangalore,2026-04-09,7,2,31319,Action-Packed,Private Apartments,Shopping|Nightlife,Varanasi
Hyderabad,2024-04-09,6,2,13114,Balanced,Budget,Yoga|Adventure,Rishikesh
Jaipur,2026-02-09,6,2,18044,Action-Packed,Mid-range Hotels,Culture|Heritage,Jaipur
Jaipur,2024-05-19,4,3,14999,Balanced,Private Apartments,Wildlife,Varanasi
Hyderabad,2024-02-22,7,4,37150,Action-Packed,Mid-range Hotels,Nightlife,Coorg
Hyderabad,2025-05-03,4,6,8862,Balanced,Private Apartments,Nightlife,Goa
Delhi,2026-01-07,6,2,13720,Balanced,Mid-range Hotels,Yoga|Spiritual,Rishikesh
Kolkata,2026-05-10,6,2,38269,Balanced,Mid-range Hotels,Beach,Colombo
Delhi,2025-01-02,9,2,43880,Balanced,Luxury Hotels,Adventure|Culture,Da Nang
Ahmedabad,2024-05-02,2,3,11701,Balanced,Budget,Culture,Phuket
Kolkata,2024-07-05,7,2,34614,Action-Packed,Luxury Hotels,Food|Shopping,Istanbul
Ahmedabad,2026-11-21,7,1,18413,Action-Packed,Mid-range Hotels,Adventure|Nature,Manali
Kochi,2024-01-07,5,1,11281,Action-Packed,Budget,Relaxation|Nature,Shimla
Jaipur,2025-11-13,5,2,24283,Balanced,Mid-range Hotels,Relaxation|Nature,Pokhara
Bangalore,2026-06-16,7,3,14004,Relaxed,Mid-range Hotels,Adventure,Rishikesh
Kochi,2026-05-29,4,3,16676,Balanced,Mid-range Hotels,Wildlife,Ooty
Hyderabad,2025-07-13,9,1,44324,Balanced,Mid-range Hotels,Food|Adventure,Langkawi
Delhi,2024-03-06,4,3,10629,Balanced,Private Apartments,Shopping,Coorg
Pune,2026-04-18,3,3,7223,Balanced,Budget,Relaxation|Shopping,Varanasi
Mumbai,2024-10-30,9,4,42471,Balanced,Private Apartments,Relaxation,Ooty
Kolkata,2025-05-10,4,3,12891,Balanced,Private Apartments,Adventure,Ladakh
Ahmedabad,2025-10-21,8,2,49153,Relaxed,Mid-range Hotels,Nature,Ladakh
Kolkata,2024-06-28,6,1,18782,Balanced,Private Apartments,Trekking,Manali
Pune,2024-02-17,6,2,13520,Action-Packed,Mid-range Hotels,Culture,Shimla
Kolkata,2026-07-13,10,5,46563,Relaxed,Mid-range Hotels,Shopping,Ooty
Bangalore,2026-02-08,10,2,53310,Relaxed,Mid-range Hotels,Adventure,Langkawi
Bangalore,2024-04-09,8,4,16923,Balanced,Private Apartments,Adventure|Yoga,Rishikesh
Bangalore,2025-11-27,9,2,45676,Balanced,Mid-range Hotels,Spiritual|Nightlife,Coorg
Delhi,2024-03-30,5,2,10669,Balanced,Mid-range Hotels,Adventure,Rishikesh
Hyderabad,2025-01-20,2,2,2320,Balanced,Budget,Shopping,Colombo
Delhi,2024-03-11,4,2,20189,Balanced,Budget,Food|Beach,Da Nang
Pune,2024-03-15,2,3,6196,Action-Packed,Budget,Spiritual,Coorg
Ahmedabad,2024-10-10,2,4,6465,Balanced,Private Apartments,Nightlife,Langkawi
Delhi,2024-05-10,3,3,6069,Balanced,Private Apartments,Food|Nightlife,Goa
Mumbai,2024-12-13,9,2,48318,Balanced,Luxury Hotels,Culture|Food,Varanasi
Kolkata,2025-07-22,10,4,45327,Relaxed,Luxury Hotels,Nature|Nightlife,Coorg
Jaipur,2026-01-22,10,2,49276,Relaxed,Mid-range Hotels,Nightlife,Singapore
Bangalore,2026-02-27,3,2,16885,Action-Packed,Private Apartments,Spiritual,Langkawi
Mumbai,2025-09-23,7,2,43416,Balanced,Luxury Hotels,Nature,Pokhara
Jaipur,2024-10-14,8,2,31941,Relaxed,Luxury Hotels,Spiritual,Coorg
Bangalore,2025-06-06,6,5,11461,Balanced,Private Apartments,Food|Nightlife,Goa
Delhi,2026-07-11,10,2,43967,Balanced,Luxury Hotels,Culture,Langkawi
Bangalore,2026-04-11,5,2,24613,Balanced,Budget,Wildlife,Phuket
Bangalore,2025-09-04,7,1,23168,Balanced,Budget,Culture,Jaipur
Kochi,2025-10-15,8,2,39262,Balanced,Mid-range Hotels,Shopping,Istanbul
Pune,2026-02-18,9,3,17894,Balanced,Mid-range Hotels,Spiritual,Rishikesh
Hyderabad,2026-05-18,8,4,38096,Relaxed,Luxury Hotels,Adventure|Nature,Ooty
Kochi,2024-09-30,10,3,25368,Relaxed,Private Apartments,Relaxation,Shimla
Jaipur,2024-12-21,6,2,12722,Balanced,Mid-range Hotels,Nightlife,Goa
Ahmedabad,2024-08-28,7,4,29504,Balanced,Mid-range Hotels,Shopping|Relaxation,Phuket
Pune,2025-10-10,3,4,11908,Balanced,Budget,Adventure,Pokhara
Pune,2024-07-14,4,2,11481,Balanced,Mid-range Hotels,Relaxation,Shimla
Pune,2025-08-23,6,3,54149,Balanced,Mid-range Hotels,Relaxation|Culture,Bali
Kochi,2026-07-08,7,3,29833,Balanced,Mid-range Hotels,Adventure,Ladakh
Hyderabad,2024-03-06,9,3,42510,Relaxed,Mid-range Hotels,Shopping|Nightlife,Phuket
Pune,2025-07-06,9,3,47396,Relaxed,Mid-range Hotels,Nature|Adventure,Ladakh
Kolkata,2024-10-27,4,2,32672,Action-Packed,Luxury Hotels,Relaxation|Beach,Bali
Delhi,2026-04-23,8,2,39314,Relaxed,Mid-range Hotels,Spiritual,Singapore
Jaipur,2025-04-22,6,1,17191,Balanced,Private Apartments,Adventure,Manali
Hyderabad,2026-12-08,4,2,17169,Balanced,Budget,Nightlife|Culture,Pokhara
Ahmedabad,2026-09-08,3,2,30617,Action-Packed,Luxury Hotels,Culture,Bali
Jaipur,2025-08-18,10,4,19440,Relaxed,Mid-range Hotels,Yoga|Adventure,Rishikesh
Kochi,2024-01-19,2,2,5175,Action-Packed,Budget,Nightlife,Goa
Jaipur,2026-01-11,5,2,27369,Balanced,Mid-range Hotels,Wildlife,Varanasi
Chennai,2024-08-05,5,3,25557,Relaxed,Luxury Hotels,Shopping|Beach,Singapore
Jaipur,2025-05-24,5,2,14376,Balanced,Mid-range Hotels,Nature,Shimla
Jaipur,2025-12-23,5,2,25446,Relaxed,Mid-range Hotels,Trekking|Nature,Ladakh
Ahmedabad,2024-03-28,10,1,47615,Relaxed,Mid-range Hotels,Nightlife,Dubai
Pune,2025-09-06,5,3,16920,Balanced,Private Apartments,Culture|Shopping,Jaipur
Bangalore,2026-05-08,7,4,20241,Balanced,Mid-range Hotels,Trekking,Manali
Pune,2026-11-30,3,2,14066,Action-Packed,Budget,Relaxation|Nightlife,Ooty
Kolkata,2026-10-19,6,2,32482,Relaxed,Luxury Hotels,Nightlife,Langkawi
Kochi,2025-12-10,4,3,20546,Relaxed,Budget,Nightlife|Nature,Andaman & Nicobar Islands
Pune,2024-10-30,9,4,50326,Balanced,Private Apartments,Relaxation,Istanbul
Delhi,2024-08-17,10,2,52697,Balanced,Luxury Hotels,Beach,Pokhara
Bangalore,2026-07-07,5,2,30470,Balanced,Luxury Hotels,Nightlife,Coorg
Pune,2024-11-04,7,2,41159,Balanced,Mid-range Hotels,Wildlife,Dubai
Kochi,2025-10-29,8,2,21075,Balanced,Private Apartments,Relaxation,Shimla
Kolkata,2025-02-01,8,6,43830,Balanced,Mid-range Hotels,Relaxation|Nightlife,Coorg
Hyderabad,2025-08-26,6,2,28999,Action-Packed,Luxury Hotels,Relaxation,Ooty
Hyderabad,2025-02-25,5,2,25357,Balanced,Mid-range Hotels,Beach,Langkawi
Delhi,2024-01-25,8,2,18602,Balanced,Mid-range Hotels,Culture|Relaxation,Shimla
Ahmedabad,2024-04-15,5,5,12427,Balanced,Budget,Nightlife|Food,Goa
Hyderabad,2026-01-03,7,4,31569,Balanced,Luxury Hotels,Relaxation,Andaman & Nicobar Islands
Mumbai,2024-12-15,5,2,23516,Balanced,Private Apartments,Nature,Ladakh
Bangalore,2026-04-18,7,1,36293,Balanced,Luxury Hotels,Adventure,Varanasi
Kochi,2026-09-17,9,3,50047,Relaxed,Mid-range Hotels,Relaxation,Da Nang
Ahmedabad,2026-03-21,8,2,44163,Relaxed,Mid-range Hotels,Adventure,Varanasi
Ahmedabad,2026-02-11,3,2,11476,Action-Packed,Budget,Adventure|Nightlife,Langkawi
Mumbai,2024-07-26,3,2,8979,Balanced,Mid-range Hotels,Nature,Shimla
Hyderabad,2024-01-14,2,2,11579,Balanced,Budget,Relaxation,Varanasi
Mumbai,2026-03-11,10,2,52140,Relaxed,Mid-range Hotels,Shopping|Nightlife,Ooty
Mumbai,2026-11-01,8,4,43643,Balanced,Mid-range Hotels,Nature,Ooty
Hyderabad,2026-04-02,5,4,11374,Balanced,Private Apartments,Food,Goa
Bangalore,2025-11-07,3,3,13897,Action-Packed,Private Apartments,Nightlife|Wildlife,Coorg
Jaipur,2024-06-27,2,1,6691,Action-Packed,Private Apartments,Shopping,Andaman & Nicobar Islands
Hyderabad,2024-05-29,6,3,35012,Relaxed,Mid-range Hotels,Food,Da Nang
Bangalore,2026-11-17,8,2,20302,Balanced,Private Apartments,Adventure,Manali
Jaipur,2026-09-23,6,4,42362,Balanced,Mid-range Hotels,Relaxation,Bali
Ahmedabad,2026-05-31,3,2,13461,Action-Packed,Private Apartments,Nature,Ladakh
Mumbai,2024-08-24,3,2,7889,Balanced,Budget,Food|Nightlife,Goa
Kochi,2025-01-07,4,3,21529,Balanced,Mid-range Hotels,Adventure,Singapore
Hyderabad,2024-12-29,2,2,11751,Action-Packed,Mid-range Hotels,Beach|Relaxation,Bali
Ahmedabad,2024-08-01,5,2,23731,Balanced,Mid-range Hotels,Nightlife|Beach,Coorg
Jaipur,2026-08-19,6,2,34091,Relaxed,Mid-range Hotels,Relaxation|Adventure,Pokhara
Pune,2025-06-15,4,4,28784,Relaxed,Mid-range Hotels,Relaxation|Nature,Colombo
Jaipur,2026-12-28,4,1,14346,Balanced,Mid-range Hotels,Culture|Beach,Phuket
Bangalore,2025-01-31,3,2,9473,Action-Packed,Budget,Nature,Shimla
Jaipur,2025-05-18,3,2,8702,Action-Packed,Private Apartments,Nature,Manali
Kolkata,2026-07-02,6,6,26324,Relaxed,Mid-range Hotels,Spiritual,Istanbul
Pune,2026-06-26,10,5,53407,Balanced,Mid-range Hotels,Nature|Beach,Pokhara
Ahmedabad,2026-09-19,3,5,8727,Action-Packed,Budget,Shopping,Jaipur
Bangalore,2026-06-07,9,4,51028,Balanced,Mid-range Hotels,Adventure|Food,Pokhara
Delhi,2024-03-29,6,3,34325,Relaxed,Luxury Hotels,Culture|Shopping,Colombo
Jaipur,2024-10-25,6,2,38062,Action-Packed,Mid-range Hotels,Beach|Relaxation,Bali
Hyderabad,2024-08-09,10,2,60960,Relaxed,Mid-range Hotels,Trekking,Ladakh
Chennai,2026-06-27,5,4,21717,Balanced,Private Apartments,Nature,Singapore
Mumbai,2024-07-12,10,2,43011,Relaxed,Mid-range Hotels,Food,Varanasi
Bangalore,2026-09-02,6,3,24734,Balanced,Mid-range Hotels,Nightlife,Singapore
Ahmedabad,2024-05-16,7,3,34722,Relaxed,Luxury Hotels,Beach,Da Nang
Delhi,2025-01-20,6,2,10099,Balanced,Budget,Adventure|Yoga,Rishikesh
Mumbai,2024-10-29,7,4,37688,Relaxed,Luxury Hotels,Adventure,Ooty
Hyderabad,2025-05-23,9,2,26165,Relaxed,Private Apartments,Nature,Manali
Chennai,2026-06-08,2,5,21884,Action-Packed,Private Apartments,Beach,Bali
Jaipur,2026-11-29,9,2,37917,Relaxed,Mid-range Hotels,Nightlife,Pokhara
Ahmedabad,2024-12-22,4,3,19641,Balanced,Private Apartments,Wildlife|Relaxation,Phuket
Jaipur,2024-02-28,8,3,37956,Relaxed,Luxury Hotels,Nightlife,Dubai
Delhi,2026-07-02,4,4,11718,Relaxed,Private Apartments,Food|Beach,Goa
Mumbai,2024-01-11,7,4,34203,Action-Packed,Private Apartments,Nightlife|Food,Pokhara
Kochi,2025-10-24,2,4,9260,Balanced,Private Apartments,Beach|Spiritual,Varanasi
Hyderabad,2026-04-24,3,4,15885,Action-Packed,Mid-range Hotels,Beach,Singapore
Kochi,2026-05-25,5,3,36264,Relaxed,Mid-range Hotels,Relaxation,Andaman & Nicobar Islands
Delhi,2026-06-03,5,4,26546,Action-Packed,Mid-range Hotels,Food|Nightlife,Varanasi
Ahmedabad,2024-01-19,4,3,23571,Action-Packed,Mid-range Hotels,Shopping|Nature,Istanbul
Ahmedabad,2026-11-27,2,2,7719,Action-Packed,Budget,Adventure,Varanasi
Chennai,2025-07-14,10,2,50119,Relaxed,Luxury Hotels,Shopping,Maldives
Pune,2024-05-07,8,2,40785,Relaxed,Private Apartments,Relaxation,Istanbul
Chennai,2024-03-21,7,1,44504,Balanced,Private Apartments,Nightlife|Wildlife,Maldives
Ahmedabad,2025-04-16,6,2,16611,Balanced,Mid-range Hotels,Adventure|Trekking,Manali
Bangalore,2026-04-10,9,3,43555,Balanced,Luxury Hotels,Food|Adventure,Dubai
Mumbai,2026-08-08,8,2,32712,Relaxed,Mid-range Hotels,Nature|Relaxation,Pokhara
Kolkata,2025-09-14,2,5,10968,Action-Packed,Mid-range Hotels,Wildlife|Nature,Langkawi
Ahmedabad,2024-07-22,5,2,28205,Relaxed,Private Apartments,Relaxation,Varanasi
Kochi,2026-07-14,10,2,45315,Relaxed,Luxury Hotels,Nightlife,Varanasi
Chennai,2024-07-27,10,2,54558,Balanced,Luxury Hotels,Relaxation|Wildlife,Singapore
Jaipur,2025-02-08,2,1,9201,Action-Packed,Budget,Relaxation,Shimla
Hyderabad,2024-10-04,7,4,37919,Balanced,Mid-range Hotels,Relaxation,Singapore
Pune,2026-05-09,6,2,16759,Balanced,Budget,Heritage,Jaipur
Delhi,2024-09-18,7,2,31465,Action-Packed,Luxury Hotels,Shopping|Food,Langkawi
Ahmedabad,2025-11-18,8,3,34836,Relaxed,Mid-range Hotels,Wildlife,Istanbul
Pune,2026-07-30,9,3,50943,Relaxed,Private Apartments,Food|Culture,Phuket
Chennai,2026-07-30,5,1,11366,Action-Packed,Private Apartments,Beach,Goa
Mumbai,2025-11-05,5,2,22636,Relaxed,Mid-range Hotels,Spiritual,Singapore
Bangalore,2026-08-23,4,4,11847,Balanced,Private Apartments,Trekking|Nature,Manali
Bangalore,2026-04-02,3,2,11953,Action-Packed,Private Apartments,Shopping,Singapore
Ahmedabad,2025-03-06,4,2,6745,Balanced,Private Apartments,Relaxation|Culture,Shimla
Bangalore,2024-01-09,3,2,20088,Action-Packed,Budget,Wildlife|Shopping,Istanbul
Mumbai,2026-03-31,9,2,21226,Balanced,Budget,Nature|Relaxation,Shimla
Delhi,2025-09-06,5,1,23161,Balanced,Mid-range Hotels,Adventure,Ladakh
Mumbai,2024-06-14,4,3,15861,Balanced,Mid-range Hotels,Nightlife,Dubai
Hyderabad,2026-03-20,9,2,44505,Relaxed,Private Apartments,Beach|Spiritual,Coorg
Hyderabad,2026-11-29,10,3,46639,Balanced,Luxury Hotels,Spiritual,Ooty
Jaipur,2024-05-09,4,5,10830,Relaxed,Mid-range Hotels,Nature|Relaxation,Shimla
Ahmedabad,2025-11-16,5,2,14331,Relaxed,Mid-range Hotels,Heritage,Jaipur
Jaipur,2026-10-31,10,4,22008,Relaxed,Mid-range Hotels,Relaxation,Shimla
Delhi,2026-12-09,10,4,18978,Balanced,Mid-range Hotels,Adventure|Spiritual,Rishikesh
Jaipur,2025-01-24,9,3,45328,Relaxed,Luxury Hotels,Spiritual,Istanbul
Mumbai,2024-08-03,4,4,24956,Action-Packed,Private Apartments,Beach,Bali
Chennai,2026-09-17,6,6,28523,Balanced,Luxury Hotels,Food|Wildlife,Istanbul
Chennai,2026-06-25,3,4,19063,Action-Packed,Mid-range Hotels,Shopping,Colombo
Kolkata,2026-03-06,7,2,36627,Balanced,Mid-range Hotels,Spiritual,Varanasi
Delhi,2024-02-25,10,2,53834,Relaxed,Mid-range Hotels,Shopping,Singapore
Jaipur,2024-01-31,4,4,27739,Balanced,Mid-range Hotels,Beach|Relaxation,Bali
Pune,2024-12-22,3,2,9931,Action-Packed,Mid-range Hotels,Nightlife,Istanbul
Kochi,2026-03-22,10,2,48934,Relaxed,Mid-range Hotels,Wildlife,Istanbul
Delhi,2026-08-13,10,5,57249,Relaxed,Mid-range Hotels,Food,Pokhara
Chennai,2026-05-09,8,4,17741,Relaxed,Mid-range Hotels,Culture,Shimla
Mumbai,2024-10-29,5,2,31548,Balanced,Private Apartments,Culture,Singapore
Ahmedabad,2024-06-29,3,5,9287,Action-Packed,Mid-range Hotels,Spiritual,Coorg
Delhi,2026-08-20,4,2,23645,Balanced,Mid-range Hotels,Spiritual,Langkawi
Chennai,2025-06-18,4,1,23627,Balanced,Mid-range Hotels,Adventure,Singapore
Hyderabad,2024-02-23,4,6,8136,Relaxed,Mid-range Hotels,Beach|Food,Goa
Ahmedabad,2026-09-15,4,3,21087,Balanced,Mid-range Hotels,Food|Nightlife,Varanasi
Mumbai,2024-06-06,2,2,9655,Balanced,Budget,Beach,Varanasi
Chennai,2024-10-26,3,2,6908,Action-Packed,Private Apartments,Nightlife,Goa
Bangalore,2026-04-30,7,2,32884,Balanced,Luxury Hotels,Spiritual,Varanasi
Jaipur,2024-05-25,8,6,19054,Relaxed,Budget,Relaxation,Shimla
Chennai,2024-04-18,10,3,48939,Balanced,Private Apartments,Wildlife|Food,Singapore
Ahmedabad,2026-12-16,4,2,24095,Balanced,Private Apartments,Nature|Food,Andaman & Nicobar Islands
Kochi,2026-02-07,7,2,12655,Relaxed,Mid-range Hotels,Spiritual|Yoga,Rishikesh
Delhi,2026-08-25,6,4,29099,Relaxed,Luxury Hotels,Trekking,Ladakh
Delhi,2026-01-26,9,4,20202,Relaxed,Mid-range Hotels,Relaxation|Culture,Shimla
Ahmedabad,2024-08-16,2,3,10138,Balanced,Private Apartments,Food,Da Nang
Ahmedabad,2025-06-04,2,2,11828,Action-Packed,Mid-range Hotels,Relaxation,Dubai
Delhi,2026-07-18,7,2,36362,Balanced,Mid-range Hotels,Relaxation,Pokhara
Jaipur,2024-12-02,7,2,38880,Action-Packed,Mid-range Hotels,Wildlife,Colombo
Delhi,2026-04-10,9,3,27123,Relaxed,Mid-range Hotels,Nature,Manali
Jaipur,2025-06-05,3,3,18037,Action-Packed,Mid-range Hotels,Culture,Da Nang
